191.91,314.42,12.463,26.268,-3.152,264.52,1.6384,2.2184
180.99,301.26,11.148,24.367,-1.899,264.52,1.6645,2.3286
160.14,286.37,10.468,23.034,13.89,273.33,1.7882,2.287
166.18,255.38,10.998,22.709,7.235,215.79,1.5367,2.2747
176.1,257.2,11.662,21.352,1.173,215.79,1.4605,2.1524
175.19,267.1,11.577,20.136,-0.573,210.26,1.5246,2.1045
168.59,264.47,8.4457,14.551,2.287,170.83,1.5687,1.9988
159.45,255.95,7.5903,13.803,6.568,683.33,1.6052,2.007
155.84,268.78,7.2971,25.177,8.142,683.33,1.7247,2.0639
159.03,275.98,7.6898,25.872,9.026,167.35,1.7354,2.1787
165.59,273.56,7.5467,24.602,10.038,160.78,1.6521,2.1339
175.82,297.99,7.4466,25.036,10.246,164,1.6948,2.5324
168.12,337.43,8.3364,24.179,9.954,264.52,2.0071,2.8243
174.81,306.74,8.3887,22.649,11.685,264.52,1.7547,2.6567
174.82,288.64,7.1286,24.545,12.632,200,1.6511,2.6331
174.23,261.97,6.6263,24.687,11.746,273.33,1.5036,2.7336
179.42,282.16,6.7623,22.78,12.274,205,1.5726,2.6323
180.45,306.02,7.3731,23.785,12.953,170.83,1.6959,2.5671
181.49,330.32,6.5249,21.949,12.339,174.47,1.8201,2.5264
188.57,322.17,6.6195,25.908,12.855,174.47,1.7084,2.438
190.21,305.66,5.865,27.408,14.119,174.47,1.607,2.3792
188.98,327.18,4.5686,23.759,14.741,174.47,1.7313,2.3969
189.16,321.22,3.8268,18.627,16.95,178.26,1.6981,2.3636
191.99,348.6,3.2169,16.55,16.95,356.52,1.8157,2.4353
187.83,348.19,2.6337,16.967,16.783,390.48,1.8538,2.4653
190.23,361.9,2.7783,16.906,17.719,372.73,1.9024,2.5113
185.3,341.39,2.661,12.04,16.364,170.83,1.8423,2.5232
184.07,341.55,2.6393,10.508,16.529,273.33,1.8556,2.5648
184.63,348.16,2.7425,6.0542,16.708,264.52,1.8857,2.6012
185.2,353.59,3.0841,6.0906,14.49,160.78,1.9092,2.6532
186.49,348.63,4.0945,6.8917,11.054,264.52,1.8695,2.6281
188.62,343.59,4.6682,5.6987,8.409,160.78,1.8216,2.5826
190.25,347.18,5.0448,7.6863,7.051,328,1.8248,2.5446
193.69,346.11,6.0244,9.1227,8.612,328,1.787,2.465
196.13,337.81,6.8268,10.365,8.75,341.67,1.7224,2.3474
195.62,334.18,6.1278,13.088,7.462,356.52,1.7083,2.3002
196.72,327.92,5.253,14.6,8.607,256.25,1.6669,2.2592
203.22,327.41,4.507,13.933,10.093,256.25,1.6111,2.2168
205.97,323.47,3.6838,12.242,10.866,256.25,1.5705,2.2209
198.23,307.34,3.2661,9.9692,11.208,160.78,1.5504,2.304
197.27,306.9,3.0915,8.5803,13.647,157.69,1.5557,2.2327
199.74,323.09,2.7565,7.4,17.034,215.79,1.6176,2.1842
199.41,323.81,2.4756,6.9316,16.824,221.62,1.6238,2.1329
200.03,321.53,2.7454,6.7103,17.089,160.78,1.6074,2.2368
200.48,322.57,3.2102,6.9194,17.805,160.78,1.609,2.2686
200.92,320.32,4.0306,6.018,19.969,110.81,1.5943,2.292
201.08,318.17,4.8227,3.76,21.084,113.89,1.5823,2.2353
205.08,325.49,5.5496,4.3867,21.438,113.89,1.5872,2.2307
208.02,325.89,5.8739,4.6364,19.448,234.29,1.5667,2.1779
209.64,329,5.7686,4.7442,17.553,234.29,1.5693,2.1581
212.7,330.31,5.2706,5.8346,17.941,221.62,1.553,2.1508
213.89,331.34,4.4107,6.0335,17.123,115.49,1.5491,2.1052
214.56,329.84,3.3936,5.8172,13.776,372.73,1.5373,2.088
213.82,331.27,2.7756,5.6028,11.677,372.73,1.5493,2.0991
212.75,338.41,2.541,5.0884,10.52,372.73,1.5907,2.1873
211.72,338.68,2.3283,4.6926,9.725,372.73,1.5997,2.2391
216.46,343.08,2.2182,5.2893,10.189,390.48,1.5849,2.1905
216.95,338.86,2.1818,6.6028,9.924,390.48,1.562,2.164
217.95,338.98,2.33,13.277,6.93,390.48,1.5553,2.1207
218.21,333.33,3.7988,26.641,1.188,390.48,1.5275,2.0512
216.14,326.4,3.912,31.454,-1.427,210.26,1.5101,1.9988
214.58,322.28,3.9576,33.459,1.116,210.26,1.5019,2.1532
212.68,297.86,4.0182,34.569,6.789,410,1.4005,2.1464
205.67,257.84,5.2003,32.642,12.033,410,1.2536,1.8511
211.06,266.53,9.7957,28.984,13.555,215.79,1.2628,1.7945
217.7,270.14,10.031,34.225,15.094,215.79,1.2409,1.6534
217.47,259.49,10.043,39.857,17.046,234.29,1.1932,1.6319
225.31,275.56,70.01,46.785,19.2,390.48,1.223,1.9568
241.8,277.67,69.903,53.22,19.234,126.15,1.1484,1.8006
224.88,359.72,69.947,57.51,19.525,372.73,1.5996,2.1891
215.76,362.88,93.208,61.331,19.29,372.73,1.6818,2.3548
0,208.77,106.79,64.587,18.839,372.73,0,0
207.6,363.83,114.33,67.117,20.483,356.52,1.7525,2.4764
208.4,371.61,116.17,69.746,22.277,356.52,1.7832,2.4576
0,227.66,110.69,71.44,23.64,372.73,0,0
0,229.81,101.75,66.861,24.554,372.73,0,0
0,228.39,87.7,58.578,23.103,130.16,0,0
0,229.99,87.7,56.437,21.911,130.16,0,0
0,237.18,65.901,43.443,21.759,132.26,0,0
0,239.78,0,7.8955,21.117,256.25,0,0
0,243.46,78.587,17.539,20.655,256.25,0,0
0,240.38,104.92,23.132,20.953,256.25,0,0
0,245.11,120.7,26.076,21.826,256.25,0,0
0,250.14,129.33,29.256,22.456,256.25,0,0
248.51,288.89,131.82,48.594,22.504,256.25,1.1625,2.1007
249.17,294.81,129.48,54.444,22.621,134.43,1.1832,2.1002
251.94,297.09,121.02,51.752,20.676,132.26,1.1792,2.0899
252.11,311.02,105.4,49.634,18.862,256.25,1.2337,2.0794
248.74,394.33,105.4,49.241,18.98,256.25,1.5853,2.1235
253.84,374.88,105.4,49.564,21.113,132.26,1.4769,1.8275
249.21,316.83,120.84,53.564,25.047,134.43,1.2713,2.0043
245.88,357.54,129.27,56.788,24.1,134.43,1.4541,2.0661
0,247.73,131.75,59.434,22.915,134.43,0,0
0,247.9,131.4,60.017,23.118,134.43,0,0
0,246.16,128.67,49.719,23.941,256.25,0,0
0,248.74,127.13,37.584,25.369,256.25,0,0
0,248.99,127.41,33.688,27.305,256.25,0,0
248.78,268.76,122.86,7.4483,27.86,256.25,1.0803,1.6484
219.99,255.29,122.86,80.819,26.522,264.52,1.1605,1.8695
239.73,255.98,122.86,81.142,26.148,264.52,1.0678,1.7083
251.69,262.89,122.86,108.47,27.513,264.52,1.0445,1.6312
196.02,256.46,118.27,109.06,29.603,264.52,1.3083,2.0848
0,0,111.42,109.64,27.343,264.52,0,0
0,257.99,108.12,109.29,24.753,264.52,0,0
0,0,111.45,109.88,23.773,264.52,0,0
202.22,260.56,113.1,110.79,20.706,264.52,1.2885,2.0146
234.83,260.98,113.3,110.63,16.453,264.52,1.1114,1.7549
200.91,262.86,116.88,113.13,14.037,264.52,1.3083,2.0442
259.45,266.3,103.56,86.316,13.652,264.52,1.0264,1.5749
258.33,272.4,79.863,86.37,13.46,264.52,1.0545,1.5914
253.88,259.76,22.928,15.383,12.511,264.52,1.0232,1.6168
255.69,295.59,18.027,22.899,12.103,264.52,1.1561,1.6107
254.8,290.97,17.461,22.403,11.847,264.52,1.142,1.6255
258.61,260.53,8.7229,22.18,8.875,264.52,1.0074,1.5994
250.91,295.81,19.749,21.663,1.196,136.67,1.1789,1.6474
253.96,329.18,26.081,21.324,-1.295,210.26,1.2962,1.627
253.81,295.48,79.506,33.052,0.512,210.26,1.1642,1.6401
229.2,265.21,79.039,32.707,4.404,210.26,1.1571,1.8628
195.63,273.9,79.06,32.534,8.416,210.26,1.4001,2.1685
189.71,281.06,77.53,32.522,10.981,215.79,1.4815,2.2051
0,202.98,74.015,33.347,12.155,745.45,0,0
172.46,287.73,68.564,29.486,13.984,273.33,1.6684,2.3345
145.83,286.14,61.457,29.138,16.022,264.52,1.9621,2.4252
137,298.72,56.128,29.724,18.186,143.86,2.1805,2.7562
155.47,308.18,53.824,30.229,17.638,146.43,1.9822,2.6976
180.47,292.65,51.783,30.707,18.033,273.33,1.6216,2.3522
173.13,288.51,13.826,7.8977,19.244,146.43,1.6664,2.5196
153.43,303.72,12.8,7.2383,18.497,149.09,1.9795,2.8644
146.38,303.08,12.517,5.8422,19.148,248.48,2.0705,3.1301
156.89,303.44,10.823,5.8092,20.176,149.09,1.9341,2.8244
152.59,300.98,10.923,5.4173,18.746,149.09,1.9725,2.9765
152.86,302.07,7.3577,4.6828,17.734,151.85,1.9761,2.9561
150.03,303.83,2.8341,1.2502,17.863,151.85,2.0252,3.0496
151.42,301.1,2.7654,1.3401,18.688,149.09,1.9885,3.037
152.39,304.84,2.3201,1.6163,20.305,149.09,2.0004,3.0503
148.83,301.94,1.5801,2.0454,20.812,149.09,2.0287,3.1481
151.04,302.62,1.5467,2.3727,21.371,149.09,2.0035,3.0431
151.98,300.8,1.3234,2.5159,21.261,149.09,1.9792,2.9511
149,299.47,1.3941,2.3976,20.601,149.09,2.0098,2.9729
149.05,297.73,1.4261,2.3997,22.585,149.09,1.9975,2.9355
149.19,297.75,1.1592,1.8728,22.664,149.09,1.9958,2.9537
150.48,298.31,1.185,1.6645,23.484,149.09,1.9824,2.985
148.95,298.21,1.153,1.0464,23.548,248.48,2.0021,2.989
148.47,299.21,0.64964,0.74282,22.394,248.48,2.0152,2.9877
148.93,297.23,0.73346,0.64171,25.262,248.48,1.9958,3.0121
148.53,298.01,0.73498,0.73225,25.052,248.48,2.0064,3.0027
148,298.62,0.84113,0.76982,21.181,248.48,2.0177,3.0374
149.25,299.23,0.77686,0.84291,22.832,248.48,2.0049,3.0067
150.06,298.52,1.0762,1.0568,23.219,248.48,1.9893,2.9786
149.25,299.62,1.3552,1.3397,22.231,248.48,2.0075,2.9986
150.4,299.65,1.4656,1.2796,21.96,248.48,1.9924,2.97
150.03,299.85,1.3814,1.2173,21.203,248.48,1.9986,2.9908
151.58,301.01,1.4053,1.1888,23.766,248.48,1.9857,2.9697
152.38,301.69,1.2951,1.1115,43.362,248.48,1.9798,2.9693
151.98,301.56,1.4298,0.94529,27.419,248.48,1.9843,2.9794
151.24,301.48,1.2943,0.86293,25.085,248.48,1.9934,2.9916
153.5,301.74,1.4865,0.82295,20.987,248.48,1.9658,2.9475
151.97,300.43,1.2938,0.70191,17.486,248.48,1.977,2.9648
153.69,302.09,1.3448,0.68409,16.177,248.48,1.9656,2.9354
153.63,301.82,1.3069,0.68191,15.348,248.48,1.9646,2.9393
155.17,302.72,1.3667,0.79968,14.79,248.48,1.951,2.923
154.3,302.74,1.0854,0.86205,14.191,248.48,1.9621,2.9328
155,302.44,1.1634,0.98545,12.761,248.48,1.9512,2.9186
153.37,301.78,0.84104,0.68511,11.552,151.85,1.9676,2.9424
155.55,303.28,0.77051,0.96589,12.987,151.85,1.9497,2.9116
154.93,303.32,0.70447,1.568,15.409,149.09,1.9577,2.9291
155.67,303.9,0.76724,2.5683,17.893,149.09,1.9522,2.911
155.23,302.57,1.049,3.3747,13.85,149.09,1.9492,2.9072
154.66,300.48,1.2222,3.753,6.096,151.85,1.9429,2.878
154.12,298.6,2.476,4.8892,3.047,151.85,1.9375,2.7791
153.71,295.66,2.7013,5.1284,4.705,151.85,1.9235,2.7189
156.99,294.28,2.7665,4.9827,8.843,151.85,1.8745,2.8178
152.93,294.87,2.7904,5.515,12.834,154.72,1.9281,2.8586
147.9,289.53,48.272,47.026,14.807,90.11,1.9577,2.962
150.27,305.24,48.062,46.979,15.242,683.33,2.0313,2.8374
151.13,301.5,63.905,62.615,15.96,160.78,1.995,2.8444
150.08,307.55,64.673,66.067,17.206,157.69,2.0493,2.8848
0,150.9,64.605,67.353,16.981,160.78,0,0
148.47,299.25,64.767,68.432,16.045,264.52,2.0156,2.2998
0,150.14,65.231,69.92,16.682,160.78,0,0
165.45,338.9,65.617,70.992,18.673,264.52,2.0483,2.7336
155.83,318.45,65.99,72.234,19.95,164,2.0436,3.1186
155.87,317.33,66.442,72.847,19.887,167.35,2.0358,3.1404
157.09,323.77,50.086,55.781,20.203,167.35,2.061,3.1246
157.79,325.74,50.426,56.465,19.528,167.35,2.0644,3.0901
158.42,328.09,3.6159,7.9896,19.628,170.83,2.0711,3.1049
159.28,321.85,3.6134,7.9538,20.596,174.47,2.0206,3.1349
161.81,335.27,3.7237,7.924,19.958,174.47,2.072,3.1272
161.13,335.29,3.5837,7.0096,19.548,174.47,2.0809,3.139
165.73,337.18,3.4802,6.7071,18.83,174.47,2.0345,3.0744
165.44,338.66,3.3679,6.6287,16.295,174.47,2.047,3.1301
165.57,339.81,3.1117,6.2914,13.196,174.47,2.0523,3.1616
165.82,340.17,2.4762,3.0829,10.011,174.47,2.0514,3.0217
166.82,340.94,2.2163,3.1958,6.841,170.83,2.0438,2.983
168.14,344.19,1.2653,2.6948,4.537,170.83,2.0471,2.9934
168.82,343.08,1.1955,2.2837,2.109,170.83,2.0322,3.1295
167.17,342.08,1.1224,2.14,2.043,167.35,2.0463,2.7565
168.51,345.72,1.5516,3.3338,4.685,167.35,2.0516,3.1231
167.25,343.92,2.1787,5.1907,5.332,164,2.0564,3.1082
166.83,340.21,2.7777,6.1518,4.688,264.52,2.0393,3.0319
166.01,339.7,3.6078,7.5233,4.353,256.25,2.0463,2.8931
163.48,333.79,4.6337,10.498,5.482,248.48,2.0418,3.1325
162.02,328.86,5.2863,13.636,0,264.52,2.0297,3.138
161.01,329.7,4.8633,16.079,0,256.25,2.0477,3.087
157.99,323.75,18.513,19.738,0,256.25,2.0492,2.9913
154.31,312.32,55.694,31.899,0,248.48,2.0241,3.0408
154,304.16,72.447,35.551,0,248.48,1.9751,2.9205
158.76,296.51,82.523,38.205,0,160.78,1.8677,2.704
217.38,281.53,88.305,41.338,0,117.14,1.2951,1.8997
0,234.04,93.812,41.373,0,372.73,0,0
0,244.38,98.146,42.169,0,256.25,0,0
0,236.21,102.11,44.405,0,215.79,0,0
0,218.11,105.33,45.913,0,264.52,0,0
214.32,329.96,107.77,47.65,0,0,1.5396,2.222
208.02,329.93,106.04,48.214,0,0,1.586,2.1201
207.3,332.69,102.69,46.98,0,0,1.6049,2.1456
203.67,323.3,95.109,46.071,0,0,1.5874,2.1945
200.32,324.27,77.74,41.098,0,0,1.6188,2.179
197.34,309.54,6.0584,8.3719,0,0,1.5686,2.2264
